,Type
4008,0
13392,0
6401,1
6439,1
17591,0
6031,0
386,1
13989,1
1628,1
11777,0
15538,1
10906,0
15285,1
16618,1
770,1
13851,1
7718,1
15340,1
11381,0
4658,0
12497,0
9101,1
13577,1
17563,0
10058,1
1842,1
2497,1
201,1
16044,1
3868,0
5054,0
5889,0
12198,0
14376,1
2702,1
7922,1
17193,0
331,1
3808,0
13424,0
16304,1
935,1
10651,0
1774,1
17941,0
15730,1
8611,1
10878,0
3744,0
989,1
5443,0
16524,1
13969,1
6993,1
1875,1
5806,0
3760,0
16892,1
6574,0
3052,1
16834,1
13654,1
8365,1
13146,0
4615,0
3321,0
15172,1
6246,0
14937,1
11564,0
6048,0
3311,0
15542,1
15412,1
15718,1
6132,0
11196,0
16300,1
12871,0
11595,0
8210,1
11883,0
11431,0
12288,0
3628,0
17038,1
10366,0
1356,1
5002,0
15515,1
5823,0
4492,0
5670,0
3112,1
182,1
11834,0
2866,1
10004,1
855,1
16625,1
4912,0
13860,1
5463,0
1800,1
17411,0
10621,0
5482,0
14953,1
12605,0
703,1
1968,1
3828,0
17654,0
14118,1
4697,0
4987,0
12691,0
4650,0
1159,1
9405,1
15457,1
1325,1
10288,0
15714,1
4796,0
6796,1
5808,0
16588,1
14163,1
6892,1
1455,1
5410,0
8333,1
13735,1
13154,0
2800,1
9836,1
10332,0
12728,0
7616,1
12649,0
3451,0
13778,1
7815,1
4378,0
8921,1
12549,0
15885,1
6716,0
10128,1
11985,0
3736,0
2261,1
7429,1
4005,0
9302,1
17140,0
13672,1
11190,0
2394,1
1185,1
2007,1
193,1
13803,1
17143,0
8770,1
14411,1
5525,0
771,1
15976,1
10587,0
1478,1
1846,1
12419,0
12466,0
3740,0
12792,0
14099,1
15964,1
7986,1
14868,1
14567,1
405,1
6748,0
13107,0
10265,0
17802,0
10088,1
16747,1
14894,1
6317,0
11851,0
6581,0
10571,0
1447,1
342,1
7468,1
13319,0
11328,0
10719,0
727,1
4577,0
9168,1
9250,1
17197,0
14216,1
3516,0
7368,1
16116,1
7156,1
7851,1
10178,0
12132,0
9491,1
13615,1
1348,1
660,1
14078,1
1492,1
16367,1
12781,0
778,1
5154,0
10507,0
9885,1
17687,0
9277,1
2524,1
15377,1
16674,1
5374,0
3198,1
13943,1
12200,0
5717,0
15214,1
17261,0
14849,1
14087,1
16404,1
8259,1
16062,1
40,1
10461,0
10573,0
15462,1
17025,1
13108,0
13514,0
16530,1
14424,1
15155,1
11639,0
6816,1
10559,0
15346,1
16306,1
10704,0
2723,1
14140,1
1460,1
933,1
9335,1
4493,0
7155,1
15337,1
13074,0
17380,0
12920,0
13686,1
13947,1
15696,1
7230,1
11981,0
10412,0
5075,0
10523,0
7880,1
5394,0
9641,1
2946,1
7789,1
4178,0
4088,0
1967,1
17149,0
17788,0
14949,1
4249,0
12557,0
6999,1
423,1
17423,0
10096,1
17621,0
16771,1
12109,0
6142,0
5661,0
13970,1
11810,0
15037,1
9031,1
4596,0
2659,1
141,1
2597,1
6701,0
15223,1
1377,1
3674,0
9658,1
17960,0
6362,0
7418,1
4741,0
12000,0
1138,1
10449,0
7374,1
13132,0
1787,1
12130,0
16040,1
4646,0
7568,1
459,1
6115,0
8179,1
11565,0
948,1
11892,0
9528,1
6370,0
4628,0
7358,1
14478,1
5925,0
14126,1
6040,0
441,1
6659,0
9794,1
10430,0
8831,1
9046,1
3830,0
5063,0
6144,0
16126,1
17217,0
6344,0
16484,1
1958,1
9262,1
155,1
10487,0
15914,1
4578,0
1089,1
6049,0
14607,1
11132,0
8915,1
12576,0
9122,1
7950,1
11101,0
1674,1
6763,0
16575,1
6416,1
9087,1
11439,0
2326,1
7096,1
1098,1
15715,1
12625,0
13230,0
6450,1
12328,0
10785,0
1715,1
9890,1
9172,1
13728,1
8381,1
9433,1
3831,0
6299,0
3348,0
4079,0
9177,1
10013,1
17493,0
587,1
9346,1
13269,0
15919,1
10964,0
2504,1
10091,1
13675,1
2990,1
17438,0
13706,1
15782,1
14546,1
645,1
13745,1
11749,0
9587,1
264,1
11739,0
15036,1
15763,1
6788,1
17651,0
7833,1
13217,0
10131,1
3864,0
10435,0
10592,0
6274,0
16875,1
17889,0
3711,0
8438,1
9786,1
14046,1
1529,1
16394,1
923,1
15687,1
7329,1
4364,0
669,1
3604,0
5108,0
10102,1
8766,1
5248,0
7183,1
12150,0
17098,1
14218,1
13835,1
10888,0
2591,1
5906,0
9973,1
6509,1
11205,0
7133,1
2307,1
8804,1
3690,0
687,1
14203,1
15263,1
612,1
7167,1
15776,1
3200,1
10459,0
11168,0
6629,0
4135,0
1898,1
13937,1
282,1
258,1
11116,0
17564,0
4943,0
2822,1
14721,1
11531,0
3525,0
12755,0
6971,1
16047,1
13521,1
5223,0
2285,1
6063,0
8078,1
4654,0
5000,0
6710,0
17474,0
8676,1
10403,0
5416,0
475,1
2555,1
8087,1
7,0
11849,0
6411,1
2551,1
13066,0
12594,0
6852,1
5546,0
13489,0
2426,1
6744,0
10006,1
15014,1
4869,0
2274,1
9203,1
1577,1
7264,1
9259,1
10183,0
3970,0
13565,1
5879,0
16613,1
12734,0
17479,0
7193,1
3867,0
17553,0
6823,1
11240,0
7548,1
781,1
14939,1
10867,0
1749,1
16794,1
14548,1
10983,0
6519,1
5774,0
14549,1
13171,0
14189,1
9283,1
14718,1
9369,1
17311,0
2324,1
14726,1
10271,0
5055,0
10800,0
17179,0
10482,0
1727,1
610,1
4666,0
16192,1
5413,0
8103,1
8174,1
8535,1
17053,1
11349,0
3750,0
12924,0
12722,0
17620,0
11407,0
97,1
6985,1
3137,1
13368,0
15471,1
14357,1
1537,1
11780,0
15545,1
15177,1
3648,0
10849,0
15688,1
1517,1
13253,0
1633,1
4624,0
12464,0
11861,0
6566,0
17828,0
2090,1
7097,1
6171,0
7521,1
572,1
9879,1
16861,1
17238,0
3062,1
597,1
14662,1
15352,1
6633,0
9086,1
7875,1
16065,1
7345,1
6304,0
16039,1
17574,0
16325,1
12671,0
13140,0
5976,0
8562,1
1938,1
10544,0
15319,1
8100,1
1753,1
3670,0
15490,1
11844,0
13393,0
17636,0
2361,1
4260,0
5432,0
6285,0
13183,0
15734,1
17590,0
11929,0
15653,1
16753,1
9135,1
16985,1
5591,0
1171,1
15562,1
7927,1
16831,1
17093,1
9614,1
14974,1
11333,0
16279,1
17668,0
16159,1
14531,1
17320,0
874,1
2297,1
17451,0
2643,1
15665,1
17424,0
5347,0
17408,0
9032,1
17993,0
581,1
204,1
7896,1
9833,1
2014,1
11445,0
11663,0
905,1
631,1
8461,1
16525,1
1974,1
162,1
4998,0
16429,1
9557,1
10653,0
4713,0
9067,1
1431,1
15261,1
6868,1
12835,0
13272,0
13975,1
17292,0
7710,1
7736,1
4283,0
7531,1
14139,1
15895,1
13493,0
11048,0
10053,1
10851,0
3384,0
2839,1
12928,0
16231,1
16523,1
7462,1
15078,1
12925,0
3331,0
17652,0
10595,0
6404,1
8895,1
15433,1
15252,1
2096,1
10195,0
6052,0
7999,1
13660,1
12868,0
5017,0
8738,1
1449,1
16498,1
6900,1
2610,1
1900,1
8186,1
3920,0
2757,1
14316,1
6397,1
10077,1
11888,0
13930,1
5068,0
14082,1
2097,1
8329,1
13884,1
17580,0
5624,0
9028,1
3471,0
12889,0
14472,1
8266,1
2171,1
17392,0
13870,1
1733,1
8590,1
2010,1
13358,0
14063,1
659,1
1283,1
12485,0
16727,1
12448,0
10028,1
17708,0
1019,1
16685,1
9518,1
11002,0
8667,1
2810,1
16827,1
1651,1
830,1
1169,1
10720,0
9398,1
6256,0
16066,1
5469,0
13027,0
8623,1
10258,0
867,1
11166,0
17555,0
5093,0
5433,0
541,1
13387,0
9324,1
17914,0
12693,0
6354,0
17484,0
3390,0
12080,0
11154,0
12347,0
11451,0
14494,1
14226,1
16057,1
17992,0
10775,0
11005,0
3959,0
11139,0
6643,0
13366,0
6841,1
16469,1
3586,0
12813,0
16129,1
2563,1
10822,0
17079,1
15915,1
17456,0
5036,0
1080,1
12475,0
5891,0
15277,1
10277,0
14537,1
10644,0
4966,0
2023,1
13109,0
17146,0
7909,1
16915,1
7321,1
226,1
1013,1
14871,1
1929,1
9235,1
5251,0
9596,1
2179,1
697,1
1124,1
7378,1
12087,0
16384,1
5110,0
7902,1
1778,1
15923,1
2634,1
15379,1
7544,1
7604,1
3489,0
13944,1
1037,1
14285,1
10448,0
16328,1
17999,0
8505,1
2649,1
10473,0
14933,1
2979,1
2547,1
13704,1
5132,0
2159,1
15272,1
11329,0
9114,1
14042,1
14566,1
6445,1
3967,0
1428,1
3081,1
2520,1
15974,1
8033,1
13161,0
10047,1
5343,0
13794,1
16315,1
6019,0
448,1
16687,1
9476,1
5995,0
16038,1
3727,0
7353,1
8553,1
6279,0
13422,0
17106,1
7295,1
9496,1
15726,1
6251,0
5926,0
13341,0
2460,1
22,0
2066,1
1653,1
8894,1
8706,1
10935,0
1376,1
1724,1
10660,0
3754,0
10517,0
8652,1
13355,0
4183,0
17187,0
4082,0
9678,1
11870,0
8474,1
6579,0
4558,0
12500,0
14876,1
13057,0
3537,0
12060,0
7003,1
10773,0
9560,1
17596,0
16408,1
8789,1
12543,0
14538,1
9951,1
14571,1
12950,0
646,1
6381,1
7527,1
17790,0
14215,1
16095,1
7165,1
11660,0
16904,1
7697,1
11182,0
1256,1
4875,0
10736,0
38,1
5341,0
9759,1
14457,1
12258,0
12180,0
7031,1
2160,1
685,1
15794,1
17860,0
11435,0
16657,1
14291,1
2461,1
12275,0
11029,0
11889,0
7128,1
6267,0
4941,0
5946,0
4583,0
5784,0
12232,0
10422,0
7569,1
16718,1
10512,0
13070,0
521,1
8714,1
13537,1
15227,1
11551,0
17099,1
3983,0
14686,1
6303,0
9908,1
780,1
10613,0
16399,1
5607,0
5978,0
8843,1
3747,0
2196,1
14089,1
8561,1
17949,0
4285,0
12406,0
8569,1
16566,1
10408,0
9832,1
9805,1
6979,1
15741,1
1827,1
11824,0
9154,1
11185,0
14798,1
17771,0
2376,1
13208,0
8551,1
3839,0
11911,0
1246,1
7504,1
11483,0
6511,1
13279,0
11886,0
17304,0
14473,1
5439,0
10759,0
11615,0
10229,0
6493,1
8964,1
13572,1
10681,0
11754,0
17812,0
14875,1
10738,0
5510,0
5330,0
16237,1
4531,0
9866,1
15587,1
365,1
17926,0
12089,0
12519,0
18032,0
147,1
1668,1
11280,0
17031,1
7650,1
8599,1
11698,0
7788,1
3456,0
14378,1
12374,0
11768,0
3271,1
4940,0
9223,1
16773,1
6230,0
14784,1
17073,1
13727,1
14916,1
14802,1
16193,1
9047,1
3926,0
7099,1
8080,1
78,1
7088,1
2247,1
6869,1
12218,0
775,1
11041,0
17334,0
16467,1
7451,1
8980,1
2279,1
8123,1
12287,0
3897,0
16084,1
7177,1
9312,1
6172,0
3631,0
16814,1
15489,1
6272,0
8616,1
392,1
3191,1
16,0
16806,1
4200,0
2672,1
17659,0
14889,1
6164,0
16427,1
3493,0
14236,1
9651,1
11996,0
16715,1
7394,1
4839,0
593,1
12027,0
4719,0
13875,1
8737,1
5827,0
10749,0
7961,1
12916,0
12470,0
5887,0
2355,1
6036,0
4798,0
10634,0
4795,0
4592,0
11234,0
8656,1
163,1
671,1
4268,0
14308,1
17869,0
16052,1
7380,1
14828,1
18013,0
10201,0
6356,0
11276,0
14400,1
9092,1
5542,0
6007,0
7993,1
7638,1
6793,1
10900,0
7758,1
4837,0
2293,1
6548,1
7898,1
13885,1
4481,0
13494,0
12797,0
3716,0
10837,0
6140,0
9956,1
14790,1
1549,1
11221,0
10331,0
14490,1
14854,1
14818,1
2044,1
767,1
5693,0
7870,1
15987,1
9700,1
17972,0
7857,1
3302,0
4517,0
12411,0
17242,0
16130,1
3292,0
9011,1
1403,1
1382,1
10340,0
6928,1
5671,0
1638,1
14083,1
15619,1
8800,1
6907,1
8591,1
15439,1
6406,1
9074,1
11757,0
12477,0
1179,1
5448,0
12436,0
13410,0
12168,0
10322,0
5078,0
8648,1
16876,1
5175,0
10142,1
13564,1
689,1
3850,0
6525,1
17903,0
6488,1
15113,1
10145,1
17026,1
13828,1
7154,1
17557,0
6610,0
10902,0
5179,0
11393,0
4349,0
12330,0
1884,1
16836,1
17516,0
2494,1
5947,0
3036,1
5777,0
11795,0
845,1
8734,1
11916,0
12379,0
11871,0
12415,0
7967,1
16682,1
14267,1
7340,1
13891,1
15438,1
536,1
963,1
7137,1
2964,1
15751,1
2529,1
15476,1
5772,0
1048,1
7045,1
1960,1
2530,1
11138,0
18049,0
14716,1
8429,1
4917,0
14671,1
9325,1
15168,1
5901,0
8286,1
4259,0
13600,1
15157,1
14588,1
16764,1
16829,1
5656,0
12553,0
16127,1
6097,0
5907,0
7373,1
16268,1
2978,1
4225,0
7002,1
6721,0
7842,1
17413,0
12686,0
8264,1
7693,1
13235,0
15366,1
12111,0
3138,1
8325,1
17988,0
13981,1
12265,0
17391,0
11421,0
1826,1
5548,0
8785,1
10917,0
12329,0
560,1
15598,1
4107,0
12777,0
8435,1
15460,1
5435,0
4437,0
10382,0
8597,1
1442,1
8453,1
4406,0
15825,1
17648,0
1689,1
17940,0
9917,1
17153,0
13122,0
5962,0
2496,1
15304,1
15096,1
14298,1
16355,1
340,1
2408,1
9793,1
15084,1
6257,0
5782,0
4576,0
16163,1
3725,0
10748,0
2785,1
9715,1
15909,1
10699,0
17533,0
1012,1
5280,0
4895,0
9958,1
12743,0
7121,1
6549,1
4037,0
16694,1
148,1
285,1
15992,1
17753,0
8555,1
13559,1
12135,0
16595,1
9732,1
12917,0
15463,1
6770,0
4443,0
7446,1
236,1
15901,1
17697,0
10754,0
7123,1
17770,0
10123,1
13711,1
12944,0
3083,1
17689,0
10294,0
632,1
6813,1
2493,1
2665,1
16693,1
12598,0
16739,1
17809,0
10526,0
15836,1
10060,1
14788,1
11811,0
13753,1
12075,0
16670,1
15623,1
4211,0
14109,1
9686,1
10593,0
3874,0
9424,1
10853,0
2817,1
5291,0
17745,0
5249,0
16197,1
8533,1
7426,1
12345,0
16797,1
7979,1
11253,0
17358,0
9777,1
1735,1
7397,1
11015,0
14484,1
4255,0
16457,1
2475,1
10756,0
18033,0
3713,0
15163,1
6704,0
1804,1
707,1
11238,0
17348,0
5189,0
16889,1
14210,1
7843,1
12640,0
14052,1
13031,0
17755,0
6764,0
10793,0
1125,1
17827,0
11543,0
4358,0
14114,1
18036,0
7421,1
6652,0
9160,1
7622,1
987,1
16014,1
2852,1
11695,0
8853,1
16336,1
14996,1
9654,1
3040,1
16035,1
5010,0
16925,1
3273,1
7227,1
3683,0
6807,1
12337,0
1316,1
3225,1
16647,1
9852,1
5752,0
10617,0
16393,1
4616,0
17569,0
1300,1
15222,1
17605,0
13673,1
9900,1
5495,0
9600,1
1798,1
12149,0
9667,1
6441,1
8636,1
15600,1
3654,0
7052,1
15945,1
11371,0
15710,1
1286,1
2137,1
10828,0
12208,0
12289,0
9873,1
13467,0
6894,1
9884,1
3610,0
7151,1
6012,0
13645,1
14113,1
4882,0
13076,0
12611,0
12046,0
4146,0
8906,1
6542,1
4431,0
16549,1
406,1
16563,1
13178,0
16173,1
8234,1
11022,0
14051,1
11563,0
11556,0
16353,1
11,0
4760,0
1177,1
10693,0
2863,1
6471,1
9218,1
12040,0
2989,1
11207,0
7010,1
11530,0
14437,1
8927,1
12592,0
17837,0
2875,1
12178,0
9108,1
2190,1
16982,1
3726,0
9013,1
8189,1
1367,1
3712,0
5450,0
15638,1
1000,1
7761,1
3553,0
4114,0
1667,1
3173,1
15740,1
17537,0
488,1
16848,1
12975,0
7848,1
5704,0
8133,1
5105,0
17062,1
3291,1
8125,1
11865,0
13380,0
9519,1
13965,1
14287,1
13598,1
17180,0
4440,0
10055,1
17623,0
17398,0
17529,0
15504,1
15577,1
5238,0
14646,1
15552,1
12373,0
17235,0
13669,1
7519,1
9991,1
9206,1
9556,1
10225,0
4470,0
10985,0
1969,1
12595,0
5757,0
6294,0
12115,0
13605,1
7595,1
9110,1
3249,1
6570,0
6638,0
15398,1
12504,0
125,1
16170,1
5370,0
1239,1
2289,1
8467,1
1229,1
9200,1
6980,1
5178,0
10724,0
1058,1
6262,0
15360,1
281,1
14846,1
968,1
16001,1
1939,1
619,1
1742,1
14135,1
9847,1
3568,0
15563,1
6116,0
3178,1
9499,1
6099,0
10552,0
13994,1
16993,1
15635,1
6276,0
9472,1
13149,0
11083,0
5724,0
10831,0
629,1
11970,0
6430,1
3374,0
12588,0
13760,1
10238,0
2113,1
3216,1
13125,0
3814,0
8321,1
3155,1
14296,1
2278,1
4599,0
13,0
1646,1
2365,1
4648,0
12197,0
374,1
16717,1
525,1
9131,1
11561,0
13910,1
12765,0
529,1
15596,1
9461,1
12473,0
12201,0
12582,0
11171,0
17934,0
12003,0
6563,0
4703,0
15282,1
15921,1
17844,0
955,1
6675,0
3453,0
12803,0
15140,1
8595,1
2071,1
956,1
16542,1
14036,1
7005,1
352,1
13518,0
16309,1
6236,0
12732,0
8946,1
14025,1
17122,1
2920,1
15711,1
4644,0
661,1
16082,1
7057,1
10181,0
4790,0
2356,1
11894,0
17754,0
13612,1
1560,1
11787,0
10326,0
7179,1
15349,1
15313,1
13258,0
4109,0
514,1
894,1
8601,1
16405,1
18000,0
899,1
207,1
17431,0
458,1
2430,1
13629,1
3389,0
3911,0
552,1
6917,1
1925,1
6082,0
17427,0
16785,1
105,1
3041,1
16369,1
10361,0
89,1
15525,1
10433,0
14451,1
12236,0
14056,1
6368,0
16385,1
9127,1
8905,1
2720,1
16019,1
13621,1
8783,1
15822,1
17896,0
17593,0
10640,0
9768,1
13399,0
3762,0
213,1
8920,1
6154,0
8357,1
4167,0
18035,0
16500,1
5109,0
17858,0
17125,1
8712,1
1763,1
13547,1
11536,0
15069,1
3224,1
526,1
15251,1
12091,0
5655,0
8884,1
6059,0
6342,0
13997,1
8782,1
8711,1
3380,0
3676,0
5776,0
6573,0
1607,1
18047,0
15883,1
8984,1
15522,1
1980,1
11425,0
12155,0
12857,0
7424,1
5626,0
1682,1
16133,1
16335,1
6446,1
988,1
15083,1
11645,0
11722,0
3093,1
13261,0
13998,1
10396,0
2844,1
9078,1
3342,0
16422,1
6540,1
14288,1
3356,0
13025,0
11745,0
11801,0
14414,1
7813,1
17822,0
2428,1
11939,0
4799,0
2353,1
16378,1
11383,0
9077,1
8073,1
14859,1
17637,0
7491,1
12771,0
7059,1
13507,0
16661,1
5084,0
2382,1
571,1
1435,1
13281,0
9439,1
11718,0
14749,1
10706,0
5445,0
1007,1
4543,0
12987,0
7009,1
2064,1
1136,1
9882,1
10177,0
294,1
16077,1
3998,0
9766,1
3741,0
11700,0
2719,1
17359,0
12713,0
14870,1
16370,1
2808,1
9017,1
16106,1
2469,1
3738,0
13481,0
362,1
6924,1
14688,1
2139,1
7314,1
1312,1
6183,0
11303,0
1591,1
2396,1
16701,1
14559,1
9516,1
5233,0
17071,1
8987,1
3020,1
9903,1
8228,1
9105,1
13913,1
5295,0
3972,0
14663,1
4133,0
974,1
7291,1
15585,1
9752,1
13774,1
5016,0
10874,0
13239,0
11873,0
1933,1
4675,0
10222,0
892,1
7287,1
7906,1
14551,1
7657,1
10106,1
11362,0
13832,1
726,1
7214,1
8245,1
15876,1
14199,1
10745,0
7274,1
11593,0
1389,1
3564,0
9076,1
5429,0
17945,0
16220,1
14899,1
15512,1
14561,1
1868,1
8202,1
806,1
4805,0
17009,1
12260,0
17303,0
18012,0
10426,0
9155,1
15152,1
4494,0
2632,1
14286,1
7832,1
14269,1
145,1
2033,1
1165,1
11692,0
2050,1
10816,0
12676,0
3430,0
7069,1
4361,0
10616,0
271,1
12984,0
8436,1
12316,0
17857,0
9005,1
17761,0
3810,0
13919,1
15775,1
9996,1
4346,0
545,1
8502,1
11713,0
15229,1
9323,1
13737,1
15520,1
7564,1
15317,1
11779,0
6640,0
8230,1
12651,0
2983,1
16514,1
13409,0
2667,1
9374,1
614,1
4497,0
3294,0
6737,0
1500,1
9018,1
17272,0
15023,1
11122,0
4232,0
8820,1
4430,0
12045,0
16774,1
12182,0
8592,1
4806,0
17120,1
13849,1
11918,0
15896,1
5319,0
7119,1
2421,1
1750,1
11344,0
12254,0
17810,0
338,1
11855,0
1341,1
3640,0
16713,1
3004,1
6960,1
4090,0
16314,1
9650,1
8363,1
17460,0
12418,0
13350,0
17155,0
9130,1
60,1
1240,1
5136,0
2343,1
15048,1
2120,1
1524,1
7617,1
153,1
14536,1
481,1
6122,0
12652,0
12112,0
15850,1
1762,1
15826,1
15507,1
8942,1
7715,1
4853,0
2711,1
11046,0
6819,1
13081,0
11555,0
5941,0
3067,1
3629,0
3028,1
2969,1
11664,0
8646,1
15156,1
17266,0
4263,0
17029,1
15646,1
7992,1
16725,1
8041,1
15988,1
1622,1
12875,0
7184,1
5475,0
16458,1
8996,1
11372,0
8633,1
1304,1
8428,1
4033,0
2599,1
12808,0
2573,1
3186,1
4831,0
16086,1
2106,1
15517,1
12880,0
17772,0
7083,1
13192,0
1279,1
13221,0
804,1
14596,1
11382,0
4566,0
17768,0
15358,1
4841,0
10112,1
8705,1
13859,1
9106,1
3452,0
2198,1
16032,1
4425,0
6150,0
14289,1
822,1
15070,1
8356,1
12175,0
15149,1
9503,1
17632,0
17170,0
13575,1
3054,1
7218,1
6722,0
3300,0
8519,1
16380,1
10682,0
14295,1
10998,0
12600,0
11271,0
17881,0
7643,1
16438,1
14422,1
10093,1
1481,1
4873,0
13087,0
16002,1
8038,1
12342,0
5797,0
11485,0
5232,0
6645,0
15534,1
5490,0
768,1
7311,1
17996,0
2717,1
2079,1
951,1
2482,1
9181,1
1759,1
9984,1
9916,1
4243,0
17072,1
13395,0
4944,0
5588,0
16241,1
10395,0
4757,0
4380,0
13472,0
12997,0
5299,0
1990,1
12312,0
12951,0
13490,0
4971,0
17820,0
13226,0
6783,1
3600,0
18029,0
8070,1
8577,1
7973,1
10314,0
1625,1
16920,1
7970,1
13224,0
4212,0
6456,1
9524,1
11694,0
2708,1
6514,1
4662,0
1854,1
3072,1
14755,1
1645,1
3417,0
3476,0
11053,0
1792,1
13718,1
15114,1
3797,0
3368,0
11559,0
7196,1
11641,0
8795,1
126,1
5959,0
13635,1
15343,1
4451,0
7147,1
827,1
17737,0
11473,0
7783,1
10380,0
17688,0
2443,1
10541,0
16729,1
814,1
12999,0
11397,0
17241,0
17946,0
14153,1
12298,0
5779,0
2116,1
793,1
10147,1
6898,1
2674,1
16478,1
15770,1
3756,0
2891,1
14382,1
3228,1
7863,1
6359,0
17356,0
13429,0
11104,0
13946,1
4612,0
2243,1
5373,0
2336,1
11260,0
1120,1
10789,0
419,1
922,1
9446,1
5408,0
5788,0
15374,1
8389,1
1970,1
11302,0
4018,0
3687,0
12790,0
11246,0
1248,1
2192,1
9184,1
4670,0
5984,0
6565,0
7804,1
11954,0
6943,1
9510,1
10535,0
14060,1
16984,1
7577,1
77,1
15524,1
9064,1
8007,1
5951,0
11157,0
3391,0
5415,0
8162,1
5256,0
3530,0
8567,1
1908,1
17418,0
235,1
12219,0
7984,1
9310,1
3490,0
14231,1
10568,0
1342,1
8512,1
1619,1
5287,0
7041,1
2219,1
9865,1
16644,1
17511,0
12977,0
14594,1
6988,1
1917,1
1828,1
9765,1
12607,0
12941,0
6233,0
17483,0
6283,0
4208,0
12819,0
16608,1
9333,1
6469,1
13746,1
15385,1
13703,1
10954,0
846,1
5560,0
13234,0
14309,1
13917,1
117,1
8837,1
14043,1
8659,1
16389,1
5342,0
9111,1
10787,0
4324,0
2590,1
13046,0
13918,1
10589,0
11613,0
6767,0
5622,0
1605,1
3812,0
14277,1
17260,0
10554,0
10167,1
1761,1
15679,1
2472,1
15913,1
6738,0
15728,1
12199,0
7943,1
12910,0
14369,1
6371,0
16616,1
8258,1
7561,1
9795,1
6168,0
11475,0
3596,0
6288,0
4632,0
15147,1
16509,1
6229,0
17602,0
10267,0
12772,0
5750,0
8152,1
13503,0
3086,1
1906,1
6882,1
7673,1
8172,1
17559,0
5870,0
17302,0
5122,0
5126,0
13623,1
15034,1
4621,0
6809,1
16748,1
15745,1
11479,0
2125,1
8150,1
8717,1
13013,0
55,1
17022,1
302,1
14178,1
13568,1
4432,0
12394,0
10478,0
10453,0
5240,0
10488,0
16282,1
14124,1
10160,1
16907,1
6376,0
6981,1
13716,1
3900,0
17740,0
12891,0
11314,0
10161,1
17055,1
4188,0
666,1
3266,1
8472,1
9911,1
12647,0
11637,0
6090,0
6238,0
15183,1
7350,1
17144,0
6254,0
12234,0
12015,0
3818,0
6269,0
4300,0
5569,0
14388,1
7941,1
4164,0
16521,1
7043,1
4892,0
10320,0
4854,0
4637,0
9550,1
10209,0
6941,1
8017,1
9521,1
6949,1
6881,1
13051,0
15781,1
4673,0
12173,0
6996,1
1252,1
11470,0
15254,1
10040,1
4858,0
8580,1
8427,1
17461,0
10176,0
4363,0
17154,0
10357,0
16633,1
14489,1
7239,1
14430,1
3419,0
10015,1
17706,0
4976,0
4544,0
17100,1
12338,0
2048,1
5997,0
15444,1
13456,0
4809,0
10916,0
3636,0
15106,1
5989,0
9860,1
12763,0
15158,1
8175,1
404,1
384,1
8702,1
7266,1
10344,0
13772,1
6938,1
6970,1
4158,0
17616,0
13550,1
8415,1
2193,1
1015,1
5124,0
9,0
10136,1
4804,0
16639,1
5713,0
12677,0
1581,1
17308,0
2779,1
13216,0
5320,0
7312,1
14837,1
6042,0
4835,0
4964,0
539,1
7483,1
3719,0
13659,1
9337,1
667,1
11023,0
10975,0
1353,1
13323,0
7114,1
8662,1
3330,0
8053,1
11829,0
9588,1
5645,0
6190,0
15761,1
11704,0
13843,1
11003,0
4910,0
1852,1
12972,0
17927,0
2105,1
16517,1
13428,0
5029,0
17312,0
823,1
1531,1
1214,1
504,1
14683,1
10188,0
6530,1
10150,1
9576,1
13116,0
3709,0
17693,0
4748,0
11714,0
15485,1
5301,0
6588,0
1810,1
3141,1
1324,1
4312,0
7494,1
8691,1
9580,1
13807,1
6313,0
17575,0
13964,1
1542,1
11493,0
11516,0
7056,1
2539,1
17337,0
15368,1
6731,0
4846,0
6801,1
4330,0
8924,1
5334,0
9348,1
4729,0
11174,0
1062,1
1167,1
7651,1
11130,0
4491,0
8335,1
5486,0
17101,1
2502,1
4360,0
4171,0
17849,0
16779,1
13923,1
14512,1
7186,1
698,1
17641,0
14191,1
8787,1
14397,1
12144,0
13584,1
2914,1
14552,1
10518,0
5644,0
3440,0
12043,0
7357,1
2143,1
5104,0
5073,0
17506,0
16048,1
14527,1
2967,1
5988,0
11657,0
728,1
7587,1
7543,1
412,1
11338,0
5745,0
17209,0
3267,1
8808,1
417,1
11261,0
9817,1
15305,1
16281,1
2082,1
12161,0
3373,0
5726,0
10636,0
17450,0
3913,0
13479,0
5536,0
8002,1
5387,0
2738,1
5052,0
4000,0
2427,1
11938,0
6833,1
851,1
16347,1
5878,0
4611,0
16364,1
9540,1
9207,1
9823,1
2489,1
11922,0
7390,1
2849,1
14069,1
5881,0
4452,0
2479,1
10457,0
11151,0
13245,0
13296,0
11310,0
9435,1
7253,1
13284,0
3506,0
1679,1
8130,1
15125,1
16964,1
9662,1
13500,0
3343,0
13184,0
16244,1
12775,0
16943,1
5237,0
7805,1
13407,0
16896,1
1081,1
9204,1
1931,1
1150,1
5949,0
8308,1
14262,1
5177,0
14098,1
17214,0
8311,1
17998,0
17019,1
4465,0
6799,1
7987,1
7079,1
6966,1
15202,1
4142,0
876,1
16388,1
15979,1
3051,1
14599,1
15328,1
2491,1
15338,1
4777,0
9907,1
17532,0
16958,1
853,1
10966,0
13121,0
13403,0
10893,0
4495,0
8173,1
6655,0
12039,0
2368,1
4780,0
12323,0
8716,1
10647,0
5986,0
16921,1
5801,0
7206,1
7343,1
